sample_id,dataset_origin,audio_file,audio_path,transcript,emotion_label,depression_score
SAM_00052,Zenodo,a23-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a23-01-05-18.wav,Vocal recording sample,neutral,
SAM_00053,Zenodo,sr11-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr11-06-05-18.wav,Vocal recording sample,neutral,
SAM_00054,Zenodo,h78-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h78-04-05-18.wav,Vocal recording sample,neutral,
SAM_00055,Zenodo,f17-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f17-03-05-18.wav,Vocal recording sample,neutral,
SAM_00056,Zenodo,f102-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f102-03-05-18.wav,Vocal recording sample,neutral,
SAM_00057,Zenodo,s23-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s23-05-05-18.wav,Vocal recording sample,neutral,
SAM_00058,Zenodo,h49-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h49-04-05-18.wav,Vocal recording sample,neutral,
SAM_00059,Zenodo,s42-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s42-05-05-18.wav,Vocal recording sample,neutral,
SAM_00060,Zenodo,sr96-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr96-06-05-18.wav,Vocal recording sample,neutral,
SAM_00061,Zenodo,sr100-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr100-06-05-18.wav,Vocal recording sample,neutral,
SAM_00062,Zenodo,a94-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a94-01-05-18.wav,Vocal recording sample,neutral,
SAM_00063,Zenodo,s65-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s65-05-05-18.wav,Vocal recording sample,neutral,
SAM_00064,Zenodo,a52-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a52-01-05-18.wav,Vocal recording sample,neutral,
SAM_00065,Zenodo,s5-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s5-05-05-18.wav,Vocal recording sample,neutral,
SAM_00066,Zenodo,sr29-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr29-06-05-18.wav,Vocal recording sample,neutral,
SAM_00067,Zenodo,h77-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h77-04-05-18.wav,Vocal recording sample,neutral,
SAM_00068,Zenodo,a78-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a78-01-05-18.wav,Vocal recording sample,neutral,
SAM_00069,Zenodo,sr1-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr1-06-05-18.wav,Vocal recording sample,neutral,
SAM_00070,Zenodo,d24-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d24-02-05-18.wav,Vocal recording sample,neutral,
SAM_00071,Zenodo,a102-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a102-01-05-18.wav,Vocal recording sample,neutral,
SAM_00072,Zenodo,a74-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a74-01-05-18.wav,Vocal recording sample,neutral,
SAM_00073,Zenodo,a66-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a66-01-05-18.wav,Vocal recording sample,neutral,
SAM_00074,Zenodo,sr37-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr37-06-05-18.wav,Vocal recording sample,neutral,
SAM_00075,Zenodo,h37-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h37-04-05-18.wav,Vocal recording sample,neutral,
SAM_00076,Zenodo,h83-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h83-04-05-18.wav,Vocal recording sample,neutral,
SAM_00077,Zenodo,s53-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s53-05-05-18.wav,Vocal recording sample,neutral,
SAM_00078,Zenodo,s54-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s54-05-05-18.wav,Vocal recording sample,neutral,
SAM_00079,Zenodo,sr82-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr82-06-05-18.wav,Vocal recording sample,neutral,
SAM_00080,Zenodo,s86-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s86-05-05-18.wav,Vocal recording sample,neutral,
SAM_00081,Zenodo,h16-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h16-04-05-18.wav,Vocal recording sample,neutral,
SAM_00082,Zenodo,a8-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a8-01-05-18.wav,Vocal recording sample,neutral,
SAM_00083,Zenodo,d45-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d45-02-05-18.wav,Vocal recording sample,neutral,
SAM_00084,Zenodo,a14-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a14-01-05-18.wav,Vocal recording sample,neutral,
SAM_00085,Zenodo,s19-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s19-05-05-18.wav,Vocal recording sample,neutral,
SAM_00086,Zenodo,sr75-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr75-06-05-18.wav,Vocal recording sample,neutral,
SAM_00087,Zenodo,h42-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h42-04-05-18.wav,Vocal recording sample,neutral,
SAM_00088,Zenodo,s20-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s20-05-05-18.wav,Vocal recording sample,neutral,
SAM_00089,Zenodo,s7-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s7-05-05-18.wav,Vocal recording sample,neutral,
SAM_00090,Zenodo,sr2-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr2-06-05-18.wav,Vocal recording sample,neutral,
SAM_00091,Zenodo,a59-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a59-01-05-18.wav,Vocal recording sample,neutral,
SAM_00092,Zenodo,a77-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a77-01-05-18.wav,Vocal recording sample,neutral,
SAM_00093,Zenodo,s90-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s90-05-05-18.wav,Vocal recording sample,neutral,
SAM_00094,Zenodo,a89-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a89-01-05-18.wav,Vocal recording sample,neutral,
SAM_00095,Zenodo,h58-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h58-04-05-18.wav,Vocal recording sample,neutral,
SAM_00096,Zenodo,d41-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d41-02-05-18.wav,Vocal recording sample,neutral,
SAM_00097,Zenodo,sr16-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr16-06-05-18.wav,Vocal recording sample,neutral,
SAM_00098,Zenodo,h14-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h14-04-05-18.wav,Vocal recording sample,neutral,
SAM_00099,Zenodo,h51-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h51-04-05-18.wav,Vocal recording sample,neutral,
SAM_00100,Zenodo,f103-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f103-03-05-18.wav,Vocal recording sample,neutral,
SAM_00101,Zenodo,s2-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s2-05-05-18.wav,Vocal recording sample,neutral,
SAM_00102,Zenodo,sr53-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr53-06-05-18.wav,Vocal recording sample,neutral,
SAM_00103,Zenodo,s15-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s15-05-05-18.wav,Vocal recording sample,neutral,
SAM_00104,Zenodo,f32-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f32-03-05-18.wav,Vocal recording sample,neutral,
SAM_00105,Zenodo,d86-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d86-02-05-18.wav,Vocal recording sample,neutral,
SAM_00106,Zenodo,h23-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h23-04-05-18.wav,Vocal recording sample,neutral,
SAM_00107,Zenodo,s94-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s94-05-05-18.wav,Vocal recording sample,neutral,
SAM_00108,Zenodo,f8-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f8-03-05-18.wav,Vocal recording sample,neutral,
SAM_00109,Zenodo,h25-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h25-04-05-18.wav,Vocal recording sample,neutral,
SAM_00110,Zenodo,sr84-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr84-06-05-18.wav,Vocal recording sample,neutral,
SAM_00111,Zenodo,sr90-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr90-06-05-18.wav,Vocal recording sample,neutral,
SAM_00112,Zenodo,s33-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s33-05-05-18.wav,Vocal recording sample,neutral,
SAM_00113,Zenodo,sr87-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr87-06-05-18.wav,Vocal recording sample,neutral,
SAM_00114,Zenodo,d77-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d77-02-05-18.wav,Vocal recording sample,neutral,
SAM_00115,Zenodo,f15-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f15-03-05-18.wav,Vocal recording sample,neutral,
SAM_00116,Zenodo,d23-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d23-02-05-18.wav,Vocal recording sample,neutral,
SAM_00117,Zenodo,s97-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s97-05-05-18.wav,Vocal recording sample,neutral,
SAM_00118,Zenodo,f80-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f80-03-05-18.wav,Vocal recording sample,neutral,
SAM_00119,Zenodo,a5-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a5-01-05-18.wav,Vocal recording sample,neutral,
SAM_00120,Zenodo,sr15-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr15-06-05-18.wav,Vocal recording sample,neutral,
SAM_00121,Zenodo,d7-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d7-02-05-18.wav,Vocal recording sample,neutral,
SAM_00122,Zenodo,f63-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f63-03-05-18.wav,Vocal recording sample,neutral,
SAM_00123,Zenodo,s35-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s35-05-05-18.wav,Vocal recording sample,neutral,
SAM_00124,Zenodo,d11-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d11-02-05-18.wav,Vocal recording sample,neutral,
SAM_00125,Zenodo,h99-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h99-04-05-18.wav,Vocal recording sample,neutral,
SAM_00126,Zenodo,h29-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h29-04-05-18.wav,Vocal recording sample,neutral,
SAM_00127,Zenodo,h31-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h31-04-05-18.wav,Vocal recording sample,neutral,
SAM_00128,Zenodo,d55-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d55-02-05-18.wav,Vocal recording sample,neutral,
SAM_00129,Zenodo,a6-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a6-01-05-18.wav,Vocal recording sample,neutral,
SAM_00130,Zenodo,s29-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s29-05-05-18.wav,Vocal recording sample,neutral,
SAM_00131,Zenodo,d14-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d14-02-05-18.wav,Vocal recording sample,neutral,
SAM_00132,Zenodo,sr89-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr89-06-05-18.wav,Vocal recording sample,neutral,
SAM_00133,Zenodo,d31-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d31-02-05-18.wav,Vocal recording sample,neutral,
SAM_00134,Zenodo,s85-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s85-05-05-18.wav,Vocal recording sample,neutral,
SAM_00135,Zenodo,h47-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h47-04-05-18.wav,Vocal recording sample,neutral,
SAM_00136,Zenodo,d51-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d51-02-05-18.wav,Vocal recording sample,neutral,
SAM_00137,Zenodo,d18-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d18-02-05-18.wav,Vocal recording sample,neutral,
SAM_00138,Zenodo,d67-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d67-02-05-18.wav,Vocal recording sample,neutral,
SAM_00139,Zenodo,d85-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d85-02-05-18.wav,Vocal recording sample,neutral,
SAM_00140,Zenodo,a25-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a25-01-05-18.wav,Vocal recording sample,neutral,
SAM_00141,Zenodo,s91-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s91-05-05-18.wav,Vocal recording sample,neutral,
SAM_00142,Zenodo,d94-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d94-02-05-18.wav,Vocal recording sample,neutral,
SAM_00143,Zenodo,sr42-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr42-06-05-18.wav,Vocal recording sample,neutral,
SAM_00144,Zenodo,d19-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d19-02-05-18.wav,Vocal recording sample,neutral,
SAM_00145,Zenodo,s9-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s9-05-05-18.wav,Vocal recording sample,neutral,
SAM_00146,Zenodo,s13-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s13-05-05-18.wav,Vocal recording sample,neutral,
SAM_00147,Zenodo,sr69-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr69-06-05-18.wav,Vocal recording sample,neutral,
SAM_00148,Zenodo,sr49-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr49-06-05-18.wav,Vocal recording sample,neutral,
SAM_00149,Zenodo,d47-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d47-02-05-18.wav,Vocal recording sample,neutral,
SAM_00150,Zenodo,a87-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a87-01-05-18.wav,Vocal recording sample,neutral,
SAM_00151,Zenodo,d92-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d92-02-05-18.wav,Vocal recording sample,neutral,
SAM_00152,Zenodo,h21-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h21-04-05-18.wav,Vocal recording sample,neutral,
SAM_00153,Zenodo,a27-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a27-01-05-18.wav,Vocal recording sample,neutral,
SAM_00154,Zenodo,f20-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f20-03-05-18.wav,Vocal recording sample,neutral,
SAM_00155,Zenodo,sr101-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr101-06-05-18.wav,Vocal recording sample,neutral,
SAM_00156,Zenodo,sr62-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr62-06-05-18.wav,Vocal recording sample,neutral,
SAM_00157,Zenodo,f25-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f25-03-05-18.wav,Vocal recording sample,neutral,
SAM_00158,Zenodo,h19-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h19-04-05-18.wav,Vocal recording sample,neutral,
SAM_00159,Zenodo,h72-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h72-04-05-18.wav,Vocal recording sample,neutral,
SAM_00160,Zenodo,f6-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f6-03-05-18.wav,Vocal recording sample,neutral,
SAM_00161,Zenodo,a86-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a86-01-05-18.wav,Vocal recording sample,neutral,
SAM_00162,Zenodo,a85-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a85-01-05-18.wav,Vocal recording sample,neutral,
SAM_00163,Zenodo,sr65-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr65-06-05-18.wav,Vocal recording sample,neutral,
SAM_00164,Zenodo,f27-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f27-03-05-18.wav,Vocal recording sample,neutral,
SAM_00165,Zenodo,sr38-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr38-06-05-18.wav,Vocal recording sample,neutral,
SAM_00166,Zenodo,s21-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s21-05-05-18.wav,Vocal recording sample,neutral,
SAM_00167,Zenodo,d3-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d3-02-05-18.wav,Vocal recording sample,neutral,
SAM_00168,Zenodo,f58-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f58-03-05-18.wav,Vocal recording sample,neutral,
SAM_00169,Zenodo,d6-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d6-02-05-18.wav,Vocal recording sample,neutral,
SAM_00170,Zenodo,sr86-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr86-06-05-18.wav,Vocal recording sample,neutral,
SAM_00171,Zenodo,h94-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h94-04-05-18.wav,Vocal recording sample,neutral,
SAM_00172,Zenodo,f46-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f46-03-05-18.wav,Vocal recording sample,neutral,
SAM_00173,Zenodo,s14-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s14-05-05-18.wav,Vocal recording sample,neutral,
SAM_00174,Zenodo,s45-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s45-05-05-18.wav,Vocal recording sample,neutral,
